Category,keyword,Web_Page_URL,Tweet_Website,Author_Name,Author_Web_Page_URL,Tweet_Timestamp,Tweet_Content,Tweet_Image_URL,Tweet_Video_URL,Tweet_Number_of_Likes,Tweet_Number_of_Retweets,Tweet_Number_of_Reviews
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/Gizmodo/status/1413516432885764096,Gizmodo,https://twitter.com/Gizmodo,1625843554,New Leak Potentially Reveals Google's Pixel 6 and 6 Pro Specs Months Ahead of Launch https://t.co/JasL1CeTNG https://t.co/0OSG5Wd4q5,https://pbs.twimg.com/media/E53RtHIVcAgFblk.jpg,,24,3,3
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/kenxavierr/status/1414182449605529605,kenxavierr,https://twitter.com/kenxavierr,1626002344,Got my Google Pixel 3a 😃 Test photos below 📷 #TeamPixel https://t.co/iORwjabucr,https://pbs.twimg.com/media/E6AvaidUcAoTGW-.jpg,,4,0,2
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/mayourbensoo/status/1413241114128130049,mayourbensoo,https://twitter.com/mayourbensoo,1625777913,google pixel cutie ✨,,,16,0,1
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/nicolacourtney/status/1413114929142456328,nicolacourtney,https://twitter.com/nicolacourtney,1625747828,Finally got a new phone last night! Google Pixel 5. It's perfect for me. 😍,,,32,0,3
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/techdroider/status/1412821403879886851,techdroider,https://twitter.com/techdroider,1625677846,"Google Pixel July 2021 Android Security Update Goes LIVE.

- Build RQ3A.210705.001
- Enable VoLTE support on certain networks
- Fix to prevent continued device reboots under certain conditions. https://t.co/8QhRfz78VZ",https://pbs.twimg.com/media/E5tYxY4VgAABaT4.jpg,,365,14,5
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/AndroidAuth/status/1413193605888585736,AndroidAuth,https://twitter.com/AndroidAuth,1625766586,"Google Pixel 5a hits FCC, giving away some secrets (and raising some questions)    https://t.co/aI9vlIc5uc",,,97,10,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/verge/status/1413450692895727624,verge,https://twitter.com/verge,1625827880,FCC listing suggests Google’s midrange Pixel 5A 5G could arrive soon https://t.co/fooRO58kwH https://t.co/d3nkujJsz2,https://pbs.twimg.com/media/E52V6k3VIAY_Rxg.jpg,,120,18,2
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/AliceCB32/status/1414310887565975560,AliceCB32,https://twitter.com/AliceCB32,1626032966,"As my kids would say, these two pearl crescent butterflies were getting married. 
#backyard #Butterflies #butterfly #nature #NaturePhotography #naturelovers #Flowers #flowerphotography #teampixel #pixel5 #GooglePixel https://t.co/UMsk6xFEdp",https://pbs.twimg.com/media/E6CkPqvXEAMXwI8.jpg,,2,0,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/Cammiluna/status/1414444681585250305,Cammiluna,https://twitter.com/Cammiluna,1626064865,Bone demon. Taken via night mode on the Google Pixel 4a https://t.co/Qsauk426kg,https://pbs.twimg.com/media/E6Ed723VcAgZshs.jpg,,16,2,3
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/fatmanprithvi/status/1414097010261594114,fatmanprithvi,https://twitter.com/fatmanprithvi,1625981974,"Cattle egret in mahogany forest
#IndiAves #birds #BirdsSeenIn2021 #googlepixel https://t.co/M9IbPVFuTv",https://pbs.twimg.com/media/E5_ht6cVkAYsYA8.jpg,,326,28,1
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/Iam_Benmyles/status/1413876160736399366,Iam_Benmyles,https://twitter.com/Iam_Benmyles,1625929319,"The Google Pixel 4a is a 2020 single Camera Phone that still ranks among top 2 best camera phones below $400 beating phones with Quad Camera set up.

But there seem to be an issue with the marketing and distribution of the Pixels in general https://t.co/hzlPPGDDmY",https://pbs.twimg.com/media/E58Y3-MWQAYDnBl.jpg,,2,1,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/grhmhomelinux/status/1413907991900811264,grhmhomelinux,https://twitter.com/grhmhomelinux,1625936909,Installed #UBports on my #pinephone and Google Pixel 3a. https://t.co/sp6iyMh6OL,https://pbs.twimg.com/media/E5810w_VcAAkVTM.jpg,,28,0,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/Richardesty/status/1413832291827163136,Richardesty,https://twitter.com/Richardesty,1625918860,Pretty impressed with the video camera on my new Google Pixel 5... https://t.co/5E1tnY67lo,,https://video.twimg.com/ext_tw_video/1413832220196970499/pu/vid/480x852/SmM7zX0wLtTnkffi.mp4?tag=12;https://video.twimg.com/ext_tw_video/1413832220196970499/pu/vid/720x1280/p1D-FZCf6ci2Xu5x.mp4?tag=12;https://video.twimg.com/ext_tw_video/1413832220196970499/pu/vid/320x568/uCQFR7cJMtcqHGht.mp4?tag=12;,9,0,2
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/IndiaTodayTech/status/1414444784698146820,IndiaTodayTech,https://twitter.com/IndiaTodayTech,1626064890,Mi 11 Lite is as good as Google Pixel 4a! https://t.co/qbKknaIQ6L,,,11,4,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/sgtrock152/status/1413932721307414529,sgtrock152,https://twitter.com/sgtrock152,1625942805,When Rhino shield just confirmed the Pixel 5a even before Google's announcement. Lol. https://t.co/GdjuYdVpJn,https://pbs.twimg.com/media/E59MUS7VkAAYJUi.jpg,,2,0,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/asa_tamil/status/1413196123637010432,asa_tamil,https://twitter.com/asa_tamil,1625767186,Same! But Google pixel instead of one plus,,,4,0,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/Edukudaa/status/1413195467278610434,Edukudaa,https://twitter.com/Edukudaa,1625767029,"Boy! Are you #OnePlus?!
My heart seems to restart a million times a day 💕

CC: Fellow OnePlus phellos 😤🤧",,,91,3,7
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/scivolema_simio/status/1413922614532313094,scivolema_simio,https://twitter.com/scivolema_simio,1625940395,"I shot this in Masaka/UG, it was back in summer 2018 and ... on a Google Pixel 2.
This is the exact moment where I realized that I was wasting the beauty nature was giving me to witness and I resolved to buy a real camera (DSLR-ish) and start photography. #ShotOnPixel #TeamPixel https://t.co/8BKCzyFARJ",https://pbs.twimg.com/media/E59BrtXXMAM7EiR.jpg,,5,1,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/xdadevelopers/status/1414625058090360832,xdadevelopers,https://twitter.com/xdadevelopers,1626107870,Google casually namedrops “Pixel 6” and “Pixel 6 XL” in developer form https://t.co/Sl63bWHwsK,,,435,29,7
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/91mobiles/status/1413410299449774083,91mobiles,https://twitter.com/91mobiles,1625818249,"Google Pixel 6, Pixel 6 Pro complete specifications leak out: 50MP camera, 120Hz display, and more https://t.co/X3AT1EaBJX",,,105,4,2
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/Arumikat/status/1413952270979403776,Arumikat,https://twitter.com/Arumikat,1625947466,"I'm opening pixel commissions tomorrow; 11/07 at 10 pm GMT+8! I will be talking 6 SLOTS, slot reservation via short google form. Prices in replies. #commissionsopen #pixelart https://t.co/6pcbbLImnd",,,66,24,7
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/91mobiles/status/1413383240589602817,91mobiles,https://twitter.com/91mobiles,1625811798,"Google Pixel 5a 5G bags FCC certification ahead of its August launch
https://t.co/rQi5xXF7ZR",,,64,7,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/Xerxes0042/status/1413884191847104519,Xerxes0042,https://twitter.com/Xerxes0042,1625931234,Specs of the Unreleased Google Pixel 6 and 6 pro https://t.co/rQy3kLUE82,https://pbs.twimg.com/media/E58gLcuXsAM2fCO.jpg,,1,1,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/NamrataV01/status/1413134396312358916,NamrataV01,https://twitter.com/NamrataV01,1625752469,"Archive #Travels..! Bangkok to Mumbai!! The first image is Bangkok city and second one is touchdown Mumbai!! ❣️ 

#teampixel #googlepixel #Mumbai https://t.co/6RuJpH7Ovr",https://pbs.twimg.com/media/E5x2PXlVoA0hDZ4.jpg,,9,0,1
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/9to5Google/status/1413145346692194308,9to5Google,https://twitter.com/9to5Google,1625755080,"Google Pixel 5a arrives at FCC, putting it one step closer to launch https://t.co/3OWx4PjiAD by @SkylledDev https://t.co/tQTSrSKUZ1",https://pbs.twimg.com/media/E5yAM-QUYAgs-83.jpg,,136,18,2
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/siya_richard/status/1412522171361120263,siya_richard,https://twitter.com/siya_richard,1625606503,Shot with Google pixel 😍 https://t.co/6GsTv9XQHm,https://pbs.twimg.com/media/E5pJZhJWEAITQc0.jpg,,15,2,3
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/TaurineYeen/status/1414141647122747396,TaurineYeen,https://twitter.com/TaurineYeen,1625992616,"Phone history!

Some LG slide phone
Iphone 4s 16gb
Iphone 6 16gb
Galaxy S8 64gb
Razer Phone 2 64gb
Pixel 4XL 128gb

What's next? No idea. Probably sticking with Google, I love my pixel.",,,10,0,2
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/DavidGJOHNS1/status/1413268235781382147,DavidGJOHNS1,https://twitter.com/DavidGJOHNS1,1625784379,"With the forecast we had, didn't think we'd get a view of the stars! Got to love the Google Pixel! https://t.co/HyYVfDfh08",https://pbs.twimg.com/media/E5zvziRXIAEH-aP.jpg,,14,0,3
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/FruitzJam/status/1412076685541920770,FruitzJam,https://twitter.com/FruitzJam,1625500291,"Thank you, Google Pixel, for reminding me that I missed my daily dose of nightmare fuel. https://t.co/msIsj0ZiWW",https://pbs.twimg.com/media/E5i0QvnWUAoNI3W.jpg,,66,3,4
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/Pocketnow/status/1413535600263696396,Pocketnow,https://twitter.com/Pocketnow,1625848123,"A new report claims that these are the specifications for the upcoming Google Pixel 6 Series 
Pixel 6 Pro 5G:
- 6.71-inch OLED display
- 128/256/512GB storage options
- 12GB of RAM
- 50MP main sensor 
- 12MP ultrawide camera 
- 48MP telephoto 
- 5000mAh battery https://t.co/pLjvx64l8y",https://pbs.twimg.com/media/E53jCgyXIAAY8iV.jpg,,523,62,18
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/jrj2tech/status/1413600690535026696,jrj2tech,https://twitter.com/jrj2tech,1625863642,Vacation vibes shot with a Google Pixel #teampixel @madebygoogle https://t.co/vf3uHhOJVc,https://pbs.twimg.com/media/E54eTFEWQAISaB5.jpg,,11,0,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/Technobuzz_net/status/1414037784667443200,Technobuzz_net,https://twitter.com/Technobuzz_net,1625967854,"Android 12 Google Pixel ROM on Mi 11x | Beta 2.1 Port (Hindi)  #mi11x #Android12

https://t.co/4niOl6jY3W
https://t.co/4niOl6jY3W
https://t.co/4niOl6jY3W
https://t.co/4niOl6jY3W https://t.co/wuD2XuFXFi",https://pbs.twimg.com/media/E5-rooPUcAY_JZZ.jpg,,4,0,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/HaHaHaJai/status/1412392531950723076,HaHaHaJai,https://twitter.com/HaHaHaJai,1625575595,"Hooman took me to fireworks! 💥🎉

#googlepixel #datcamera😍 #fireworks #shibainu https://t.co/DnTrGdCRIA",https://pbs.twimg.com/media/E5nThbgXwAAVtIS.jpg,,8,0,2
