PostID,Time,Ticks,TweetUrl,Content,UserHandle,UserName,RetweetNum,LikeNum,UserID,UserUrl,Location
1411970965953781767,Mon Jul 05 08:51:26 +0000 2021,1625475086,https://twitter.com/google/status/1411970965953781767,@manishP068 Hmm. We suggest adding extra layers of security to your account with these tips: https://t.co/HpAgO5vEEy. Hope this helps.,google,google,0,0,20536157,https://twitter.com/google,"Mountain View, CA"
1411971518276542464,Mon Jul 05 08:53:37 +0000 2021,1625475217,https://twitter.com/google/status/1411971518276542464,@CsbVnzl Hmm. Have you already tried recovering your account by completing the steps here: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,google,google,0,0,20536157,https://twitter.com/google,"Mountain View, CA"
1411972375864877057,Mon Jul 05 08:57:02 +0000 2021,1625475422,https://twitter.com/google/status/1411972375864877057,@ItzPenguiinnTTV Glad to know you're back in. We suggest making sure your recovery options are up-to-date: https://t.co/W9gRlrMezO.,google,google,0,0,20536157,https://twitter.com/google,"Mountain View, CA"
1411973387233210374,Mon Jul 05 09:01:03 +0000 2021,1625475663,https://twitter.com/google/status/1411973387233210374,@PulkitPatidar7 Hi Pulkit. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,google,google,0,0,20536157,https://twitter.com/google,"Mountain View, CA"
1411974847236874240,Mon Jul 05 09:06:51 +0000 2021,1625476011,https://twitter.com/google/status/1411974847236874240,"@ms4umukesh Hi Mukesh. Just to confirm, did you try resetting your password by completing the steps on this page: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.",google,google,0,1,20536157,https://twitter.com/google,"Mountain View, CA"
1411960522375929857,Mon Jul 05 08:09:56 +0000 2021,1625472596,https://twitter.com/google/status/1411960522375929857,"@StewartMitchell Hi Stewart. If there's something different about how you're signing in, we may need to verify it's you. For more information or issues verifying, see https://t.co/pxhTGOVNex. Hope this helps.",google,google,0,0,20536157,https://twitter.com/google,"Mountain View, CA"
1411964820728029184,Mon Jul 05 08:27:00 +0000 2021,1625473620,https://twitter.com/google/status/1411964820728029184,@RajeshP56010573 Hi Rajesh. Let's see what we can do to help. Look out for a DM with next steps.,google,google,0,1,20536157,https://twitter.com/google,"Mountain View, CA"
1411968702132764676,Mon Jul 05 08:42:26 +0000 2021,1625474546,https://twitter.com/google/status/1411968702132764676,@MelElla2 Glad to know you're back in. We suggest making sure your recovery options are up-to-date: https://t.co/W9gRlrMezO.,google,google,0,0,20536157,https://twitter.com/google,"Mountain View, CA"
1411969112717283332,Mon Jul 05 08:44:04 +0000 2021,1625474644,https://twitter.com/google/status/1411969112717283332,@BabluYa50954901 Hi Bablu. Let's see what we can do to help. Look out for a DM with next steps.,google,google,0,0,20536157,https://twitter.com/google,"Mountain View, CA"
1411970869417627650,Mon Jul 05 08:51:03 +0000 2021,1625475063,https://twitter.com/google/status/1411970869417627650,@Surya37177823 You're welcome. We suggest making sure your recovery options are up-to-date: https://t.co/W9gRlrMezO.,google,google,0,0,20536157,https://twitter.com/google,"Mountain View, CA"
1411975152183697408,Mon Jul 05 09:08:04 +0000 2021,1625476084,https://twitter.com/google/status/1411975152183697408,"@Avinash62590191 Hi Avinash. Just to confirm, did you try resetting your password by completing the steps on this page: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.",google,google,0,0,20536157,https://twitter.com/google,"Mountain View, CA"
1411975521425104899,Mon Jul 05 09:09:32 +0000 2021,1625476172,https://twitter.com/google/status/1411975521425104899,@FaizalK08286383 Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,google,google,0,0,20536157,https://twitter.com/google,"Mountain View, CA"
1411979574502694914,Mon Jul 05 09:25:38 +0000 2021,1625477138,https://twitter.com/google/status/1411979574502694914,@ShadowGameJason Hmm. We suggest adding extra layers of security to your account with these tips: https://t.co/HpAgO5vEEy. Hope this helps.,google,google,0,0,20536157,https://twitter.com/google,"Mountain View, CA"
1411987222191030272,Mon Jul 05 09:56:01 +0000 2021,1625478961,https://twitter.com/google/status/1411987222191030272,"@Vharsh015Harsh Hi Harsh. We suggest contacting the appeals team: https://t.co/ANRBaW9H7T. If you don't know the password on your account, you can recover it here: https://t.co/CJQaJUw3RV. We hope this gets resolved soon.",google,google,0,0,20536157,https://twitter.com/google,"Mountain View, CA"
1411993854773972992,Mon Jul 05 10:22:23 +0000 2021,1625480543,https://twitter.com/google/status/1411993854773972992,@SMS17224810 Hi there. You can follow the steps in this guide to revoke access to devices: https://t.co/6dB1SAOuRs. Does that help?,google,google,0,0,20536157,https://twitter.com/google,"Mountain View, CA"
1411995902957527044,Mon Jul 05 10:30:31 +0000 2021,1625481031,https://twitter.com/google/status/1411995902957527044,@lovejoyftdream Mind if we jump in? Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,google,google,0,0,20536157,https://twitter.com/google,"Mountain View, CA"
1411999979648978947,Mon Jul 05 10:46:43 +0000 2021,1625482003,https://twitter.com/google/status/1411999979648978947,@MistTheStreamer Hi there. Try these tips if you're having issues with 2-Step Verification: https://t.co/QBOhSJTMiS. Keep us posted.,google,google,0,0,20536157,https://twitter.com/google,"Mountain View, CA"
1412002832128020481,Mon Jul 05 10:58:03 +0000 2021,1625482683,https://twitter.com/google/status/1412002832128020481,@MittalAtirek Hmm. Let's see what we can do to help. Look out for a DM with next steps.,google,google,0,0,20536157,https://twitter.com/google,"Mountain View, CA"
1412029170826334209,Mon Jul 05 12:42:43 +0000 2021,1625488963,https://twitter.com/google/status/1412029170826334209,@AnandMa28329341 Hi Anand. Let's see what we can do to help. Look out for a DM with next steps.,google,google,0,0,20536157,https://twitter.com/google,"Mountain View, CA"
1412038011894865926,Mon Jul 05 13:17:51 +0000 2021,1625491071,https://twitter.com/google/status/1412038011894865926,@KalamaduguSrinu Hi Srinu. Let's see if we can help. Please follow us and let us know when you have so we can share next steps through DM.,google,google,0,0,20536157,https://twitter.com/google,"Mountain View, CA"
1411893651333169152,Mon Jul 05 03:44:12 +0000 2021,1625456652,https://twitter.com/google/status/1411893651333169152,@AalamAliGujjar2 Hi Aalam. Let's see what we can do to help. Look out for a DM with next steps.,google,google,0,0,20536157,https://twitter.com/google,"Mountain View, CA"
1411900112176136194,Mon Jul 05 04:09:53 +0000 2021,1625458193,https://twitter.com/google/status/1411900112176136194,@SumitKasyap11 Hi Sumit. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,google,google,0,0,20536157,https://twitter.com/google,"Mountain View, CA"
1411910239213993993,Mon Jul 05 04:50:07 +0000 2021,1625460607,https://twitter.com/google/status/1411910239213993993,@Rakesh22031999 Hi Rakesh. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,google,google,0,0,20536157,https://twitter.com/google,"Mountain View, CA"
1411915657558568960,Mon Jul 05 05:11:39 +0000 2021,1625461899,https://twitter.com/google/status/1411915657558568960,@pon_ayyappan Hi there. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,google,google,0,1,20536157,https://twitter.com/google,"Mountain View, CA"
1411921594793041921,Mon Jul 05 05:35:15 +0000 2021,1625463315,https://twitter.com/google/status/1411921594793041921,@MatthewDupre00 Hi Matthew. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,google,google,0,0,20536157,https://twitter.com/google,"Mountain View, CA"
1411877255052206082,Mon Jul 05 02:39:03 +0000 2021,1625452743,https://twitter.com/google/status/1411877255052206082,@Bastav13200465 Hi there. Let's see what we can do to help. Look out for a DM with next steps.,google,google,0,0,20536157,https://twitter.com/google,"Mountain View, CA"
1411890341154807808,Mon Jul 05 03:31:03 +0000 2021,1625455863,https://twitter.com/google/status/1411890341154807808,@YoStaLis Hi there. Have you already tried recovering your account by completing the steps here: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,google,google,0,1,20536157,https://twitter.com/google,"Mountain View, CA"
1411890733955567617,Mon Jul 05 03:32:37 +0000 2021,1625455957,https://twitter.com/google/status/1411890733955567617,"@trendmaza Hi there. Just to confirm, are you still able to sign into your account? Let us know.",google,google,0,0,20536157,https://twitter.com/google,"Mountain View, CA"
1411891469200367618,Mon Jul 05 03:35:32 +0000 2021,1625456132,https://twitter.com/google/status/1411891469200367618,@NITISHMISHRA25 We do want to help. Please follow @Google and let us know when you have so we can share next steps.,google,google,0,0,20536157,https://twitter.com/google,"Mountain View, CA"
1411891638918602752,Mon Jul 05 03:36:13 +0000 2021,1625456173,https://twitter.com/google/status/1411891638918602752,@Omega10181 Mind if we jump in? Let's see what we can do to help. Look out for a DM with next steps.,google,google,0,0,20536157,https://twitter.com/google,"Mountain View, CA"
